Date,V,MA
2021-07-19,235.11317443847656,359.0647888183594
2021-07-20,237.3527374267578,367.8485412597656
2021-07-21,238.29159545898438,373.41949462890625
2021-07-22,238.76097106933594,375.48284912109375
2021-07-23,243.53347778320312,386.38885498046875
2021-07-26,244.7363739013672,385.9368896484375
2021-07-27,245.4014129638672,383.45111083984375
2021-07-28,241.49929809570312,376.7404479980469
2021-07-29,242.45770263671875,382.0166320800781
2021-07-30,240.96142578125,379.1967468261719
2021-08-02,234.4970703125,368.70343017578125
2021-08-03,231.86631774902344,361.1772766113281
2021-08-04,231.45556640625,361.58001708984375
2021-08-05,234.91758728027344,365.4414367675781
2021-08-06,236.0813751220703,367.9861145019531
2021-08-09,234.7122039794922,364.203369140625
2021-08-10,232.82472229003906,361.41302490234375
2021-08-11,229.88104248046875,357.8758850097656
2021-08-12,226.99209594726562,355.6554870605469
2021-08-13,227.83432006835938,356.4118957519531
2021-08-16,230.48822021484375,357.20782470703125
2021-08-17,229.67543029785156,356.883544921875
2021-08-18,226.83543395996094,354.6434326171875
2021-08-19,226.7766876220703,351.0670471191406
2021-08-20,226.57101440429688,348.7875061035156
2021-08-23,229.29347229003906,354.7023620605469
2021-08-24,229.39141845703125,355.4588928222656
2021-08-25,227.7755584716797,352.82574462890625
2021-08-26,225.74842834472656,346.6947326660156
2021-08-27,227.87347412109375,349.51458740234375
2021-08-30,226.44369506835938,346.8814392089844
2021-08-31,224.35780334472656,340.18060302734375
2021-09-01,225.356689453125,343.4622802734375
2021-09-02,219.5396270751953,335.3170471191406
2021-09-03,220.4503631591797,334.28546142578125
2021-09-07,221.5863800048828,338.6871337890625
2021-09-08,224.34799194335938,344.906494140625
2021-09-09,222.78114318847656,345.27008056640625
2021-09-10,220.2545166015625,341.3203430175781
2021-09-13,219.98033142089844,341.7427978515625
2021-09-14,218.41346740722656,339.7581481933594
2021-09-15,219.17730712890625,338.7264709472656
2021-09-16,219.6865234375,340.25921630859375
2021-09-17,217.15992736816406,337.04632568359375
2021-09-20,215.49514770507812,333.75482177734375
2021-09-21,215.61265563964844,331.48516845703125
2021-09-22,218.1392364501953,337.4098205566406
2021-09-23,223.58412170410156,347.88360595703125
2021-09-24,226.7962188720703,351.9021301269531
2021-09-27,224.84744262695312,350.53643798828125
2021-09-28,220.8910675048828,345.0440368652344
2021-09-29,221.98788452148438,347.0189208984375
2021-09-30,218.1392364501953,341.605224609375
2021-10-01,225.6896514892578,353.8868713378906
2021-10-04,220.0782470703125,338.18609619140625
2021-10-05,219.63754272460938,337.21331787109375
2021-10-06,221.82139587402344,342.5976257324219
2021-10-07,225.77780151367188,348.165771484375
2021-10-08,225.50360107421875,349.1986999511719
2021-10-11,220.4503631591797,341.5155029296875
2021-10-12,219.41232299804688,339.73486328125
2021-10-13,217.85523986816406,336.7933654785156
2021-10-14,220.5189208984375,338.9871826171875
2021-10-15,226.2086944580078,350.22186279296875
2021-10-18,225.87570190429688,352.62225341796875
2021-10-19,228.68630981445312,356.2227783203125
2021-10-20,226.6297607421875,350.97930908203125
2021-10-21,225.47421264648438,350.42840576171875
2021-10-22,226.44369506835938,352.8485107421875
2021-10-25,229.03884887695312,355.0029296875
2021-10-26,227.02151489257812,351.5204162597656
2021-10-27,211.31350708007812,330.27105712890625
2021-10-28,205.4964599609375,327.6246337890625
2021-10-29,207.38653564453125,330.0742492675781
2021-11-01,208.06222534179688,328.6280822753906
2021-11-02,204.81097412109375,323.14849853515625
2021-11-03,203.79249572753906,324.08306884765625
2021-11-04,204.45840454101562,329.9856872558594
2021-11-05,212.18507385253906,343.12890625
2021-11-08,215.926025390625,343.9945983886719
2021-11-09,208.97296142578125,339.0560302734375
2021-11-10,211.4696807861328,352.13031005859375
2021-11-11,206.4272003173828,348.5887756347656
2021-11-12,208.0655517578125,357.60009765625
2021-11-15,208.2715606689453,355.4947814941406
2021-11-16,211.09689331054688,363.561767578125
2021-11-17,201.16893005371094,353.34039306640625
2021-11-18,199.4717559814453,342.5681457519531
2021-11-19,197.04859924316406,334.20611572265625
2021-11-22,191.8688201904297,316.08502197265625
2021-11-23,194.72360229492188,323.66009521484375
2021-11-24,199.39328002929688,334.48150634765625
2021-11-26,193.89952087402344,318.90850830078125
2021-11-29,192.56533813476562,317.767333984375
2021-11-30,190.09317016601562,309.80859375
2021-12-01,186.55166625976562,301.3088073730469
2021-12-02,194.5273895263672,315.0029296875
2021-12-03,192.59478759765625,316.8818664550781
2021-12-06,198.83407592773438,327.9197998046875
2021-12-07,203.43505859375,333.9994812011719
2021-12-08,205.02435302734375,336.7835693359375
2021-12-09,207.37881469726562,338.9281311035156
2021-12-10,209.3506622314453,344.24053955078125
2021-12-13,207.01585388183594,339.7053527832031
2021-12-14,205.99557495117188,335.0226135253906
2021-12-15,208.2813262939453,340.72845458984375
2021-12-16,210.30226135253906,347.19183349609375
2021-12-17,207.85951232910156,343.6404113769531
